Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-1_run-1287_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-2_run-1288_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-3_run-1289_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-4_run-1290_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-5_run-1291_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-6_run-1292_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-7_run-1293_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-8_run-1294_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-1_run-1295_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-2_run-1296_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-3_run-1297_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-4_run-1298_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-5_run-1299_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-6_run-1300_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-7_run-1301_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-8_run-1302_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-7-C-39-ctrl_run-1687_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-8-C-39-IR_run-1688_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-9-C-35-CTRL_run-1689_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-10-C-35-IR_run-1690_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-11-C-69-CTRL_run-1691_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-12-C-39-IR_run-1692_60 SPD_3-25-2024.d
Q96D15	Q96D15	RCN3_HUMAN	RCN3	Reticulocalbin-3							19659.2	6359.11							17151.7	13145.9			28979.3	15519.6		
Q96D31;Q96D31-2	Q96D31;Q96D31-2	CRCM1_HUMAN	ORAI1	Calcium release-activated calcium channel protein 1	7938.75	8496.48	6437.79	7664.89	5144.78	9378.06			4459.2	6074.62	4799.86	5947.28	5991.56	5199.57			9841.69	10363.4	653.704	1031.14	10768.6	6367.58
Q96D46	Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3								2778.22								1939.97			3022.29	5218.63		
Q96D53;Q96D53-2	Q96D53;Q96D53-2	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial					392.604		1552.02	2136.79	1683.5			1207.91			1328.97	3704.3			1118.71	4457.37		1000.51
Q96DA2	Q96DA2	RB39B_HUMAN	RAB39B	Ras-related protein Rab-39B							5342.39	5057.78							5619.88	8693.5			6665.46	6980.29		
Q96DB2;Q96DB2-2	Q96DB2;Q96DB2-2	HDA11_HUMAN	HDAC11	Histone deacetylase 11	3325.31	2059.1	3492.51	2567.8	4233.55	4125.46			3127.52		3040.29	3367.79	3010.69	3261.87			5282.24	5323.66			4645.87	3220.08
Q96DB5;Q96DB5-2	Q96DB5;Q96DB5-2	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1							3679.89	3075.35								2207.45			1464.37	1569.55		
Q96DC8	Q96DC8	ECHD3_HUMAN	ECHDC3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	2979.7	4933.25	2910.21	4689.09	3540.57	2829.69			4016.89	3207.29	3231.83	4157.03	2798.93	3746.91			2192.11	1198.14			3311.06	1715.1
Q96DD7	Q96DD7	SHSA4_HUMAN	SHISA4	Protein shisa-4							6681.88	5243.44							4389.99	7339.51			4191.74	3179.34		
Q96DE0	Q96DE0;Q96DE0-2;Q96DE0-4	NUD16_HUMAN	NUDT16	U8 snoRNA-decapping enzyme							17834.9	14960.2							14191.9	14367.1			10105.2	16806.9		
Q96DG6	Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog							5865.82	8060.82							4490.82	5949.37			5369.41	4637.1		
Q96DH6;Q96DH6-2	Q96DH6;Q96DH6-2;Q96DH6-3	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	6958.59	6842.33	7666.52	7164.4	6594.47	6122.15	8255.37	8404.99	6341.72	6274.09	7605	6469.34	8268.54	6517.25	11617.6	10014.6	4693.08	4283.06	7060.54	5199.22	5311.14	4993.4
Q96DI7;Q96DI7-2	Q96DI7;Q96DI7-2	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	28706	27000.7	21213.8	23770.8	21470.5	30149.9	24049.3	26331.3	20614.7	25739.8	19055.5	25172.2	24227.3	22238.7	26527.2	24935.7	15276.1	13367.9	22868.5	22037	24764.3	19912.9
Q96DM3	Q96DM3	RMC1_HUMAN	RMC1	Regulator of MON1-CCZ1 complex	5393.79	5873.33	7660.55	5335.65	7090.98	6146.14	3088.02	3543.67	5379.75	4843.63	6615.94	6008.15	6898.11	6084.97	3725.15	3581.89	7577.44	9802.52	5380.24	4669.33	6107.64	6780.55
Q96DP5;Q96DP5-2	Q96DP5;Q96DP5-2	FMT_HUMAN	MTFMT	Methionyl-tRNA formyltransferase, mitochondrial							1150.54	2589.19								2753.78			2577.33	2147.33		
Q96DV4	Q96DV4;Q96DV4-2	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	6961.38	9917.86	7378.4	8029.9	7391.28	7471.78	8197.24	12791.8	10176	8034.53	8743	7695.98	7208.52	10764.2	6912.79	9941.99	9229.75	9349.12	6776.38	11774.7	11961.4	10525.3
Q96DX7	Q96DX7	TRI44_HUMAN	TRIM44	Tripartite motif-containing protein 44								543.878								911.889			227.796	849.324		
Q96DZ1;Q96DZ1-2;Q96DZ1-3	Q96DZ1;Q96DZ1-2;Q96DZ1-3	ERLEC_HUMAN	ERLEC1	Endoplasmic reticulum lectin 1	5857.1	6918.97	4111.48	4685.65	5824.21	6380.25	5435.71	2568.36	3816.47	3167.92	3942.12	3279.61	5471.96	4294.87	7208.93	2725.35	2515.28	4666.79	3896.35	3717.99	4456.17	5524.83
Q96E09	Q96E09	PBIR1_HUMAN	PABIR1	PPP2R1A-PPP2R2A-interacting phosphatase regulator 1	3515.57	3974.57	1958.29		3149.65	4316.22		1519.09	4411.3	6567.08		2868.9	3274.69	2034.91	5285.29	2396.27		1858.64	2036.89	2889.5	3409.06	3003.39
Q96E11;Q96E11-2;Q96E11-8	Q96E11;Q96E11-2;Q96E11-4;Q96E11-5;Q96E11-6;Q96E11-8	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	9516.91	11986	11341.8	12423.6	10058.5	12962.6	4347.64	4420.91	12116.9	11711.9	9120.13	10289.2	11209.2	11931.7	4402.9	10235.3	3185.64	5463.88	6307.06	6993.27	8623.87	7599.65
Q96E17	Q96E17	RAB3C_HUMAN	RAB3C	Ras-related protein Rab-3C	29718.9	34547.4	32752.6	41139.3	42310.2	38011.8			38311.4	37278.5	32401.6	47667.4	31108.7	44701			28729.8	23852.1				
Q96EA4;Q96EA4-3	Q96EA4;Q96EA4-3	SPDLY_HUMAN	SPDL1	Protein Spindly							2165.16	2708.18								2834.34			1014.27	3857.72		
Q96EC8	Q96EC8	YIPF6_HUMAN	YIPF6	Protein YIPF6							6000.2	4308.79							3916.5	4221.38			4724.02	6076.39		
Q96ED9;Q96ED9-2	Q96ED9;Q96ED9-2	HOOK2_HUMAN	HOOK2	Protein Hook homolog 2	3156.42	3726.08	4155.29	3975.34	3880.29	4749.43			3880.34	4403.45	4239.44	3684.16	3588.71	3986.27			4047.94	4645.94	2639.7		4600.49	5431.77
Q96EE3;Q96EE3-1	Q96EE3;Q96EE3-1	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	6012.91	5674.42	6194.9	5892.26	5827.65	5628.98	4045.66	3132.59	5239.66	5448.08	6045.27	6102.28	4382.97	5388.73	3671.86	3761.62	6181.13	6640.92	4431.28	4531.82	6734.57	4308
Q96EE4	Q96EE4	CC126_HUMAN	CCDC126	Coiled-coil domain-containing protein 126	842.749	620.916	1018.08	723.462	1271.92	843.284		500.875	888.097	384.305	1082.33	751.946	1355.25			190.453	260.539	834.461	287.359	315.235		1964.33
Q96EF6	Q96EF6	FBX17_HUMAN	FBXO17	F-box only protein 17								3159.48								3247.27			1359	2788.13		
Q96EH3	Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1							4441.99	4539.33							4566.11	5161.41			2669.13	3324.68		
Q96EK4	Q96EK4	THA11_HUMAN	THAP11	THAP domain-containing protein 11	1359.41		1460.31	1594.31	843.052	739.145		2483.78	1344.78	1693.47	1372.75	789.261	1769.67	1391.86		2523.75	1366.43	336.372	1370.6	1339.33	1365.63	1836.52
Q96EK5	Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein								3664.36							2359.81	4159.32			1427.37	1706.77		
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	3742	3013.15	5123.96	4277.33	4884.33	5805.78	2713.99	4305.61	4110.81	3185.69	6116.77	4467.31	5526.9	4672.84		3820.42	4192.69	5492.69	3867.94	3688.18	4077.48	5821.75
Q96EK7	Q96EK7;Q96EK7-3	F120B_HUMAN	FAM120B	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	1955.64	1229.76	2532.82	1102.3	2242.88	2576.97		2340.55	1896.18	2044.53	1810.52	1958.81	2951.25	2366.7		2842.57	1419.45	4314.56	2246.86	1633.78	2738.51	2641.95
Q96EK9	Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog							3580.56	5611.68									4709.75		6617.95	5175.66		
Q96EL2	Q96EL2	RT24_HUMAN	MRPS24	28S ribosomal protein S24, mitochondrial		2403.9			2182.56		6443.39	3657.72			868.106	1670.9				4829.53			7154.44	10311.5	3283.22	
Q96EL3	Q96EL3	RM53_HUMAN	MRPL53	39S ribosomal protein L53, mitochondrial	3744.88	6496.44	4131.49	5446.99	2887.01	4616.03	4365.07	2634.98	3715.62	4608.33	3771.97	4123.93	2903.34	4784.25	6944.41	5033.7	2211.63		3917.33	2545.06	4247.74	
Q96EM0	Q96EM0	T3HPD_HUMAN	L3HYPDH	Trans-3-hydroxy-L-proline dehydratase								7012.72							4361.52	8292.99			3063.51	5847.4		
Q96EP0	Q96EP0	RNF31_HUMAN	RNF31	E3 ubiquitin-protein ligase RNF31	4577.42	4713.11	4022.61	4489.54	3258.08	4155.16		1938.46	4176.74	4516.26	3133.9	4095.15	3874.54	3771.94		1778.55	4687.8	2377.49	1314.86	1944.11	4676.94	2726.24
Q96EP5;Q96EP5-2	Q96EP5;Q96EP5-2	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	15291.4	14715.6	12333.7	13986	9875.5	11897.8	8892.95	5657.76	10815.8	11649	10441.1	10094.9	10372.2	9881.04	9372.6	6390.47	7478.35	6091.09	7946.83	4369.12	10546	8414.46
Q96EQ0	Q96EQ0	SGTB_HUMAN	SGTB	Small glutamine-rich tetratricopeptide repeat-containing protein beta								1397.75								1584.59			1452.46	911.401		
Q96ER3	Q96ER3	SAAL1_HUMAN	SAAL1	Protein SAAL1	1773.84				949.17			4487.66							3230.2	2986.85			3339.99	3292.46		
Q96ER9;Q96ER9-2	Q96ER9;Q96ER9-2	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel							14137.3	4401.38								4824.88			7147.58	13230.2		
Q96ET8;Q96ET8-2;Q96ET8-3;Q9NYZ1	Q9NYZ1;Q96ET8;Q96ET8-2;Q96ET8-3	TV23B_HUMAN;TV23C_HUMAN	TVP23B;TVP23C	Golgi apparatus membrane protein TVP23 homolog C	7642.44	9226.88	7300.71	10211.6	8737.08	8739.59		2605.08	7802.66	9408.39	7716.94	7837.83	9221.42	7802.81			9134.22	8362.3	2985.01	2444.7	8330.98	7596.41
Q96EV2	Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33							4199.42	3439.65							1899.45	3031.32			3605.07	4766.29		
Q96EX3	Q96EX3	DC2I2_HUMAN	DYNC2I2	Cytoplasmic dynein 2 intermediate chain 2								3391.47								2296.07			988.782	2185.07		
Q96EY1	Q96EY1;Q96EY1-2;Q96EY1-3	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	10097.4		10230.3		13129.9		4176.91	6393.29		11365				17907.7	4259.22	6933.73			4921.57	6221.11		
Q96EY4	Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16							6295.79	5018.38							7444.39	9047.19			6108.19	6133.91		
Q96EY7	Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	2812.3	2448.76	2087.64	2862.04	2236.24	2638.52	2359.32	1737.62	2558.62	2715.41	2912.11	2856.89	2039.81	2620.19	1990.35	2506.63	1964.55	2074.67	1976.51	2203.01	2008.28	
Q96EY8	Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase MMAB							22484.9	25678.7							13002.1	24934.2			21138.4	18040.6		
Q96F10	Q96F10	SAT2_HUMAN	SAT2	Thialysine N-epsilon-acetyltransferase								2057.18								1899.87			3162.69	1889.97		
Q96F44;Q96F44-3	Q96F44;Q96F44-3	TRI11_HUMAN	TRIM11	E3 ubiquitin-protein ligase TRIM11		2186.68		3850.44	3680.97	3868.12		3384.86	4273.2	2835.25	3962.12	4168.47				2867.07	4498.52	4981.8	3820.18	4462.41	4786.22	5062.98
Q96F45;Q96F45-2;Q96F45-3;Q9H7S9	Q96F45;Q9H7S9;Q96F45-2;Q96F45-3	ZN503_HUMAN;ZN703_HUMAN	ZNF503;ZNF703	Zinc finger protein 503		941.628	966.104	1172.42	839.778	709.03	1476.25					735.791	1250.45	974.92		702.014	666.528					
Q96F46;Q96F46-2	Q96F46;Q96F46-2	I17RA_HUMAN	IL17RA	Interleukin-17 receptor A								2077.94		4142.29						1732.05			1720.22	4722.5		
Q96F63	Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	3163.78	3311.43	3710.47		4749.91		4355.18	3668.47	4428.22	4586.15	4108.9	2443.01	4887.58	3988.52	4940.31	3191.78	2244.28	6342.97	3010.19	3764.09		4596.3
Q96F86	Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	2125.66	2447.97	2316.88	3787.85	4101.85	5996.26	4302.34	4523.74	4806.77	5357.16	3200.64	2752.86	4939.15	4920.08	9002.03	5309.22			5607.88	2985.1		1812.75
Q96FE5;Q96FE5-2	Q96FE5;Q96FE5-2	LIGO1_HUMAN	LINGO1	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1							3486.65	3313.59							4178.44	2342.03			1640.63	2668		
Q96FI4	Q96FI4	NEIL1_HUMAN	NEIL1	Endonuclease 8-like 1			1449.06		1070.34	1293.18			1030.74		1276.22	1354.47	1365.47	1530.31			2710.14	2234.91				1818.67
Q96FN4	Q96FN4;Q96FN4-2	CPNE2_HUMAN	CPNE2	Copine-2			2002.51		1761.93		19259.3	21989.9		1254.63		8910.74		1709.27	17040.3	17817.5			13214.1	13058.5		
Q96FS4	Q96FS4	SIPA1_HUMAN	SIPA1	Signal-induced proliferation-associated protein 1							9192.9	1558.23								1233.26			1210.77	1672.53		
Q96FV2;Q96FV2-2	Q96FV2;Q96FV2-2	SCRN2_HUMAN	SCRN2	Secernin-2	1567.94	1716.23	2353.31	2245.58	1109.08	1737.67	8504.26	4529.44	2333.53	1892.01	2137.72	2345.56	2134.77	1134.45		2537.76	1512.68	1202.77	5310.42	3517.01	2364.72	2364.5
Q96FV9	Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	10424.3	9725.55	9516.55	12430.7	8969.43	18244.1		2636.55	8723.02	8581.96	7414.56	9460.51	8119.49	10451.8		5697.77	6244.25	6834.38	4575.14	4654.58	10078.7	7581.52
Q96FW1	Q96FW1;Q96FW1-2	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	72752.5	63205.4	73827.3	73462.9	64869.6	63663.1	60601.8	56983.6	66591.6	70654.9	71371.3	63076.9	54761.4	59596	56384.1	62065.2	69824.3	72381.4	66315.2	83131.8	76163.5	70097.7
Q96FX7	Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	1411.02	2023.76	1092.8		1300.69		752.185	542.973							1697.75	1585.25	1264.42	1369.64	2079.86	2556.76	2398.31	1971.1
Q96FZ7	Q96FZ7	CHMP6_HUMAN	CHMP6	Charged multivesicular body protein 6	5208.53	6886.05	4906.15	5309.77	5902.85	4510.3	6785.88	6894.73	3707.22	5542.51	3575.42	4900.84	5245.68	7252.38	3747.75	5409.61	5363.6	3991.3	5703.84	7251.53	7799.87	6301.48
Q96G03	Q96G03;Q96G03-2	PGM2_HUMAN	PGM2	Phosphopentomutase	18632.7	20917.2	16654.1	20678.6	15777.1	21672	56410.4	67848.5	12662.6	15917.7	15220.4	16062.1	16254.1	18366.7	58159.3	69073.4	17552.8	20256.3	57338.4	56899.6	20178	19528.2
Q96G21	Q96G21	IMP4_HUMAN	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	3413.88	2321.9	1643.72	2545.56	1938.78	3348.34		2053.67	1693.81	1776.76	1497	1554.23	2389.35	2094.97		2170.74	1749.81	1844.34	4338.4	3732.71	2499.26	2335.51
Q96G23	Q96G23	CERS2_HUMAN	CERS2	Ceramide synthase 2							5504.76	2434.67							1250.29	1335.49			5536.31	5054.47		
Q96G25;Q96G25-2;Q96G25-3	Q96G25;Q96G25-2;Q96G25-3	MED8_HUMAN	MED8	Mediator of RNA polymerase II transcription subunit 8	3240.45	3049.63	2442.78	3667.58	2637	3660.56		2799.02	2385.36	1653.57	2301.59	1816.41	3017.87	2235.64		3027.83			2054.31	3369.92	1896.38	930.922
Q96G46	Q96G46;Q96G46-3	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	7609.41	7315.54	9963.93	8577.8	7387.72	7359.27	5013.65	7561.2	7492.39	7812.91	8919.08	7471.29	6854.61	8673.55	4162.31	5906.72	7441.71	9585.1	3972.92	6936.52	8376.7	10511.2
Q96G61	Q8NFP7;Q96G61	NUD11_HUMAN	NUDT11	Diphosphoinositol polyphosphate phosphohydrolase 3-beta							7922.26	6048.51							14223.4	12675.1	2786.81		3060.93	4545.39		
Q96G97;Q96G97-3;Q96G97-4	Q96G97;Q96G97-4;Q96G97-3	BSCL2_HUMAN	BSCL2	Seipin	2650.68		4907.87		3841.23		8718.66	11006.1		2161.5	4792.47	2414.59	3910.28	2399.58	12249	11486.1		6172.22	16519.7	16349.2	2687.16	5035.41
Q96GA7	Q96GA7	SDSL_HUMAN	SDSL	Serine dehydratase-like								2412.99								1345.43			3528.26	4285.95		
Q96GC5;Q96GC5-3	Q96GC5;Q96GC5-3	RM48_HUMAN	MRPL48	39S ribosomal protein L48, mitochondrial								1413.38								1180.5			1632.56	1061.54		
Q96GC9	Q96GC9	VMP1_HUMAN	VMP1	Vacuole membrane protein 1	13251.9	23117	14473.1	15673.7	18216.9	20775.2	13086.1	13815.6	18497.1	20404.9	18397.1	16996.1	18932.2	20927.2	11948.7	10397.8	16882.7	17843.4	18182.6	21377.2	20148.5	20206.6
Q96GD0	Q96GD0	PLPP_HUMAN	PDXP	Chronophin						13091.7	35298	31699				15967.6		7010.2	27862.4	31587.7			40618.9	24230.2	5383.69	
Q96GD4;Q96GD4-2;Q96GD4-4;Q96GD4-5	Q96GD4;Q96GD4-2;Q96GD4-4;Q96GD4-5	AURKB_HUMAN	AURKB	Aurora kinase B							5362.56	2113.43							3609.22	1343.39			1752.07	1893.44		
Q96GG9	Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	739.519	896.965	1287.21	871.218	1204.27	530.547	1701.17	427.915	407	1463.67	1007.8	438.594	800.576	329.792			892.615	703.18	700.954	722.188	489.206	1108.55
Q96GK7	Q96GK7;Q6P2I3	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	843.505	1906.55	3419.1	3090.42	1593.94	1500.07	7901.18	5534.54	2028.42		2534.61	2736.73	2040.52	2279	6844.02	5864.82	1169.53	895.814	4624.9	4057.72		493.166
Q96GM5	Q96GM5;Q96GM5-2	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	1674.14	1185.86	1185.41		917.941		2483.2	2652.49	1765.16			915.763	2439.85	2848.19		2243.47	1853.2	1342.99	2260.03	2732.9	1943.28	1872.23
Q96GM8;Q96GM8-2	Q96GM8;Q96GM8-2	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	3872.29	2478.82	5926.69	4556.43	4595.3	4598.68	2061.96	4389.03	5096.93	3279.77	5634.4	3641.1	4776.88	5187.99	2586.03	3851.63	5559.92	8332.89	3708.23	5401.96	4506.15	5487.98
Q96GP6;Q96GP6-2	Q96GP6;Q96GP6-2	SREC2_HUMAN	SCARF2	Scavenger receptor class F member 2							3755.57	2739.29							4178.56	2658.88			3807.67	3616.92		
Q96GQ5	Q96GQ5;Q96GQ5-2	RUSF1_HUMAN	RUSF1	RUS family member 1							22687.3	18197.3							16139.3	13643.7			22634.4	21755.1		
Q96GQ7	Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	4831.46	4125.56	2981.81	3385.24	3288.27	4262.68	4766.87	5735.35	3297.44	2852.04	4028.62	2825.88	2818.42	3396.76	5585.41	7082.12	2415.81	2667.98	4726.96	7975.52	3673.17	3804.1
Q96GS4	Q96GS4	BORC6_HUMAN	BORCS6	BLOC-1-related complex subunit 6	47390.6	73081.9	44079.5	61915.9	38608.8	70777.5	14299.2	9718.75	42484.3	55121.1	44276.7	54438.4	31224.4	33278.6	11207	12109.3	64218.3		12249.9	15666.9		42431.4
Q96GS6;Q96GS6-2	Q96GS6;Q96GS6-2	AB17A_HUMAN	ABHD17A	Alpha/beta hydrolase domain-containing protein 17A	3735.95	3888.52	3906.25	4915.44	2777.54	2617.97			3923.08	3547.69	4850.51	3760.99	3812.89	3836.67			3077.8	2740.01	2578.32		5117.04	4621.07
Q96GW7	Q96GW7;Q96GW7-2	PGCB_HUMAN	BCAN	Brevican core protein				5552.03			49106.9	22187.4				5116.66	5509.97		19197.1	11678.4			4864.91	23624.2		
Q96GW9	Q96GW9	SYMM_HUMAN	MARS2	Methionine--tRNA ligase, mitochondrial								2525.05								3094.21			3460.23	4328.51		
Q96GX5;Q96GX5-2;Q96GX5-3	Q96GX5;Q96GX5-2;Q96GX5-3	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall								389.311							709.973	943.688			510.235	1130.71		
Q96GX9	Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	8801.81	10114.7	11559.2	8504	10907.3	6402.89	5199.35	4950.91	6816.09	6266.55	6149.73	7781.38	9985.01	6139.43	4433.29	5282.29	3750.5	1813.71	5982.73	3462.12	6924.45	7548.16
Q96H20;Q96H20-2	Q96H20;Q96H20-2	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	3567.86	2863.72	3017.27	2552.3	3248.12	2730.38		2173.43	3199.01	2133.21	3624	2520.46	3289.53	3153.97	2790.73	2239.7	1754.6	3560.31	1288.51	2055.23	2919.48	3827.86
Q96H79	Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like								1294.41								851.27				755.949		
Q96HA7;Q96HA7-2	Q96HA7;Q96HA7-2	TONSL_HUMAN	TONSL	Tonsoku-like protein	4091.76				2418.02						2336.77	3922.33										
Q96HC4	Q96HC4;Q96HC4-3;Q96HC4-2;Q96HC4-4;Q96HC4-6;Q96HC4-7	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	39694.6	45073.1	38463	36710.2	36421.1	28361.4	22973.5	39011.8	54215.4	59344.4	44412.1	49683.8	42307.2	32688.4	19710.7	34193.5	27326.1	30983.7	18902	25265.7	28810.9	34311.8
Q96HD1;Q96HD1-2	Q96HD1;Q96HD1-2	CREL1_HUMAN	CRELD1	Protein disulfide isomerase CRELD1								624.663								473.424			289.13			
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	265604	463064	91477.4	337800	74473.8	427130	14635.7	12387.4	153036	211943	42926.9	150856	19674.3	123917	12173.2	13109.5	115345	24074.6	30392.2	15097.3	250858	24407.8
Q96HJ9	Q96HJ9	FMC1_HUMAN	FMC1	Protein FMC1 homolog							2604.09	2268.31								2359.5			1079.85	1911.06		
Q96HN2;Q96HN2-2	Q96HN2;Q96HN2-2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	8142.59	7030.93	4313.02	6704.24	5390.92	9637.19	3270.6	3348.61	4686.13	4724.11	2895.38	4039.29	3748.78	6073.09		1925.19	5065.29	3717.79	3207.4	3039.98	6766.83	5308
Q96HP0	Q96HP0	DOCK6_HUMAN	DOCK6	Dedicator of cytokinesis protein 6			2826.5	4071.45			2031.76	1518.68		2436.85			2260.64			2483.88			5778.48	3349.42		
Q96HQ2;Q96HQ2-2	Q96HQ2;Q96HQ2-2	C2AIL_HUMAN	CDKN2AIPNL	CDKN2AIP N-terminal-like protein	1612.77							1379.43						1909.34	2889.08	2221.95		1820.28	2180.4	2133.06		
Q96HR3;Q96HR3-2	Q96HR3;Q96HR3-2	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	2053.04	2660.43	3245.9	2978.18	3217.56	3437.08	5353.21	6147.21	2127.53	2907.86	2114.32	2626.64	2584.57	2720.56	3969.6	4247.41	5979.71	8673.68	4933.94	7128.47	4960.52	7883.27
Q96HR9;Q96HR9-2	Q96HR9;Q96HR9-2	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6							8751.53	6038.44							5041.99	5788.72			8709.25	9185.17		
Q96HS1	Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	12913.3	18795.6	11904.1	16941	14934.5	20545.9	19123.3	25561.8	12076.1	13716.7	10780.5	12166.7	12786.8	15883	15888.4	20357.5	16705.2	12537.4	21404.5	21541.2	13965.7	13636.1
